Product Category,Price(Dollar),Number of  reviews,Order Date,Order Week,Order Month,Order Year,Total Sales
Car Accessories,119,13,2019-12-19,3,12,2019,1547
Car Accessories,119,13,2019-12-19,3,12,2019,1547
Car Accessories,99,13,2019-12-19,3,12,2019,1287
Car Accessories,46,9,2019-12-19,3,12,2019,414
Car Accessories,27,39,2019-12-19,3,12,2019,1053
Car Accessories,58,25,2019-12-19,3,12,2019,1450
Car Accessories,28,86,2019-12-19,3,12,2019,2408
Car Accessories,23,75,2019-12-19,3,12,2019,1725
Car Accessories,17,68,2019-12-20,4,12,2019,1156
Car Accessories,9,10,2019-12-20,4,12,2019,90
Car Accessories,15,292,2019-12-20,4,12,2019,4380
Car Accessories,35,102,2019-12-20,4,12,2019,3570
Car Accessories,19,92,2019-12-20,4,12,2019,1748
Car Accessories,17,208,2019-12-20,4,12,2019,3536
Car Accessories,111,5,2019-12-20,4,12,2019,555
Car Accessories,62,69,2019-12-20,4,12,2019,4278
Car Accessories,53,23,2019-12-20,4,12,2019,1219
Car Accessories,29,4,2019-12-20,4,12,2019,116
Car Accessories,139,3,2019-12-20,4,12,2019,417
Car Accessories,125,4,2019-12-20,4,12,2019,500
Car Accessories,132,10,2019-12-20,4,12,2019,1320
Car Accessories,35,101,2019-12-20,4,12,2019,3535
Car Accessories,68,16,2019-12-20,4,12,2019,1088
Car Accessories,139,8,2019-12-20,4,12,2019,1112
Car Accessories,39,225,2019-12-20,4,12,2019,8775
Car Accessories,140,44,2019-12-20,4,12,2019,6160
Car Accessories,238,10,2019-12-20,4,12,2019,2380
Car Accessories,21,202,2019-12-20,4,12,2019,4242
Car Accessories,174,1,2019-12-20,4,12,2019,174
Car Accessories,32,41,2019-12-20,4,12,2019,1312
Car Accessories,41,6,2019-12-20,4,12,2019,246
Car Accessories,54,22,2019-12-20,4,12,2019,1188
Car Accessories,21,69,2019-12-20,4,12,2019,1449
Car Accessories,46,31,2019-12-21,5,12,2019,1426
Car Accessories,159,45,2019-12-21,5,12,2019,7155
Car Accessories,65,13,2019-12-21,5,12,2019,845
Car Accessories,54,1,2019-12-21,5,12,2019,54
Car Accessories,38,101,2019-12-22,6,12,2019,3838
Car Accessories,1,210,2019-12-22,6,12,2019,210
Car Accessories,45,276,2019-12-22,6,12,2019,12420
Car Accessories,32,42,2019-12-22,6,12,2019,1344
Car Accessories,37,52,2019-12-22,6,12,2019,1924
Car Accessories,11,12,2019-12-22,6,12,2019,132
Car Accessories,20,4,2019-12-23,0,12,2019,80
Car Accessories,34,36,2019-12-23,0,12,2019,1224
Car Accessories,252,80,2019-12-23,0,12,2019,20160
Car Accessories,158,80,2019-12-23,0,12,2019,12640
Car Accessories,169,80,2019-12-23,0,12,2019,13520
Car Accessories,14,80,2019-12-23,0,12,2019,1120
Car Accessories,49,80,2019-12-23,0,12,2019,3920
Car Accessories,26,39,2019-12-23,0,12,2019,1014
Car Accessories,24,37,2019-12-23,0,12,2019,888
Car Accessories,684,46,2019-12-24,1,12,2019,31464
Car Accessories,81,7,2019-12-24,1,12,2019,567
Car Accessories,41,52,2019-12-24,1,12,2019,2132
Car Accessories,59,289,2019-12-24,1,12,2019,17051
Car Accessories,12,18,2019-12-24,1,12,2019,216
Car Accessories,29,68,2019-12-24,1,12,2019,1972
Car Accessories,6,36,2019-12-24,1,12,2019,216
Car Accessories,17,12,2019-12-24,1,12,2019,204
Car Accessories,18,13,2019-12-24,1,12,2019,234
Car Accessories,5,3,2019-12-24,1,12,2019,15
Car Accessories,23,23,2019-12-24,1,12,2019,529
Car Accessories,13,6,2019-12-26,3,12,2019,78
Car Accessories,263,10,2019-12-26,3,12,2019,2630
Car Accessories,26,40,2019-12-26,3,12,2019,1040
Car Accessories,50,60,2019-12-26,3,12,2019,3000
Car Accessories,166,165,2019-12-26,3,12,2019,27390
Car Accessories,11,46,2019-12-26,3,12,2019,506
Car Accessories,54,1,2019-12-26,3,12,2019,54
Car Accessories,17,83,2019-12-26,3,12,2019,1411
Car Accessories,126,6,2019-12-26,3,12,2019,756
Car Accessories,129,6,2019-12-26,3,12,2019,774
Car Accessories,437,6,2019-12-26,3,12,2019,2622
Car Accessories,25,266,2019-12-26,3,12,2019,6650
Car Accessories,49,83,2019-12-26,3,12,2019,4067
Car Accessories,46,9,2019-12-26,3,12,2019,414
Car Accessories,31,74,2019-12-26,3,12,2019,2294
Car Accessories,28,14,2019-12-27,4,12,2019,392
Car Accessories,70,1,2019-12-27,4,12,2019,70
Car Accessories,35,10,2019-12-27,4,12,2019,350
Car Accessories,69,11,2019-12-27,4,12,2019,759
Car Accessories,93,8,2019-12-27,4,12,2019,744
Car Accessories,139,39,2019-12-27,4,12,2019,5421
Car Accessories,16,129,2019-12-27,4,12,2019,2064
Car Accessories,73,26,2019-12-27,4,12,2019,1898
Car Accessories,239,39,2019-12-27,4,12,2019,9321
Car Accessories,37,20,2019-12-27,4,12,2019,740
Car Accessories,89,181,2019-12-27,4,12,2019,16109
Car Accessories,229,1,2019-12-27,4,12,2019,229
Car Accessories,48,7,2019-12-27,4,12,2019,336
Car Accessories,10,25,2019-12-27,4,12,2019,250
Car Accessories,25,16,2019-12-27,4,12,2019,400
Car Accessories,139,53,2019-12-27,4,12,2019,7367
Car Accessories,37,3,2019-12-28,5,12,2019,111
Car Accessories,37,35,2019-12-28,5,12,2019,1295
Car Accessories,9,200,2019-12-28,5,12,2019,1800
Car Accessories,31,200,2019-12-28,5,12,2019,6200
Car Accessories,73,4,2019-12-28,5,12,2019,292
Car Accessories,35,14,2019-12-28,5,12,2019,490
Car Accessories,87,503,2019-12-29,6,12,2019,43761
Car Accessories,21,34,2019-12-29,6,12,2019,714
Car Accessories,172,22,2019-12-29,6,12,2019,3784
Car Accessories,24,23,2019-12-29,6,12,2019,552
Car Accessories,38,14,2019-12-29,6,12,2019,532
Car Accessories,27,29,2019-12-29,6,12,2019,783
Car Accessories,270,322,2019-12-29,6,12,2019,86940
Car Accessories,398,1,2019-12-29,6,12,2019,398
Car Accessories,128,32,2019-12-29,6,12,2019,4096
Car Accessories,83,72,2019-12-29,6,12,2019,5976
Car Accessories,109,6,2019-12-29,6,12,2019,654
Car Accessories,24,13,2019-12-29,6,12,2019,312
Car Accessories,19,30,2019-12-29,6,12,2019,570
Car Accessories,42,3,2019-12-29,6,12,2019,126
Car Accessories,25,1,2019-12-29,6,12,2019,25
Car Accessories,209,6,2019-12-29,6,12,2019,1254
Car Accessories,155,28,2019-12-29,6,12,2019,4340
Car Accessories,62,9,2019-12-29,6,12,2019,558
Car Accessories,139,19,2019-12-29,6,12,2019,2641
Car Accessories,16,3,2019-12-29,6,12,2019,48
Car Accessories,16,3,2019-12-29,6,12,2019,48
Car Accessories,115,3,2019-12-29,6,12,2019,345
Car Accessories,124,37,2019-12-29,6,12,2019,4588
Car Accessories,22,14,2019-12-30,0,12,2019,308
Car Accessories,199,30,2019-12-30,0,12,2019,5970
Car Accessories,23,26,2019-12-30,0,12,2019,598
Car Accessories,49,49,2019-12-30,0,12,2019,2401
Car Accessories,10,7,2019-12-30,0,12,2019,70
Car Accessories,51,80,2019-12-30,0,12,2019,4080
Car Accessories,19,67,2019-12-30,0,12,2019,1273
Car Accessories,37,14,2019-12-30,0,12,2019,518
Car Accessories,21,39,2019-12-30,0,12,2019,819
Car Accessories,28,212,2019-12-30,0,12,2019,5936
Car Accessories,139,26,2019-12-30,0,12,2019,3614
Car Accessories,29,464,2019-12-30,0,12,2019,13456
Car Accessories,592,6,2019-12-30,0,12,2019,3552
Car Accessories,83,3,2019-12-30,0,12,2019,249
Car Accessories,14,26,2019-12-31,1,12,2019,364
Car Accessories,70,5,2019-12-31,1,12,2019,350
Car Accessories,21,1,2019-12-31,1,12,2019,21
Car Accessories,24,1,2019-12-31,1,12,2019,24
Car Accessories,32,33,2019-12-31,1,12,2019,1056
Car Accessories,34,8,2019-12-31,1,12,2019,272
Car Accessories,50,43,2019-12-31,1,12,2019,2150
Car Accessories,12,49,2019-12-31,1,12,2019,588
Car Accessories,116,15,2019-12-31,1,12,2019,1740
Car Accessories,9,8,2019-12-31,1,12,2019,72
Car Accessories,147,77,2019-12-31,1,12,2019,11319
Car Accessories,24,158,2019-12-31,1,12,2019,3792
Car Accessories,76,1,2019-12-31,1,12,2019,76
Car Accessories,69,32,2019-12-31,1,12,2019,2208
Car Accessories,9,401,2020-01-02,3,1,2020,3609
Car Accessories,15,9,2020-01-02,3,1,2020,135
Car Accessories,62,25,2020-01-02,3,1,2020,1550
Car Accessories,300,40,2020-01-02,3,1,2020,12000
Car Accessories,55,1,2020-01-02,3,1,2020,55
Car Accessories,8,13,2020-01-02,3,1,2020,104
Car Accessories,29,79,2020-01-02,3,1,2020,2291
Car Accessories,35,39,2020-01-02,3,1,2020,1365
Car Accessories,31,38,2020-01-03,4,1,2020,1178
Car Accessories,33,94,2020-01-03,4,1,2020,3102
Car Accessories,142,128,2020-01-03,4,1,2020,18176
Car Accessories,24,13,2020-01-03,4,1,2020,312
Car Accessories,8,28,2020-01-04,5,1,2020,224
Car Accessories,55,25,2020-01-04,5,1,2020,1375
Car Accessories,115,50,2020-01-04,5,1,2020,5750
Car Accessories,8,147,2020-01-05,6,1,2020,1176
Car Accessories,49,13,2020-01-05,6,1,2020,637
Car Accessories,43,13,2020-01-05,6,1,2020,559
Car Accessories,6,3,2020-01-05,6,1,2020,18
Car Accessories,30,11,2020-01-05,6,1,2020,330
Car Accessories,136,7,2020-01-05,6,1,2020,952
Car Accessories,86,27,2020-01-06,0,1,2020,2322
Car Accessories,42,1,2020-01-06,0,1,2020,42
Car Accessories,128,16,2020-01-09,3,1,2020,2048
Car Accessories,141,41,2020-01-09,3,1,2020,5781
Car Accessories,33,45,2020-01-09,3,1,2020,1485
Car Accessories,12,2,2020-01-09,3,1,2020,24
Car Accessories,24,12,2020-01-10,4,1,2020,288
Car Accessories,25,7,2020-01-12,6,1,2020,175
Car Accessories,39,20,2020-01-12,6,1,2020,780
Car Accessories,9,35,2020-01-12,6,1,2020,315
Car Accessories,68,83,2020-01-12,6,1,2020,5644
Car Accessories,139,44,2020-01-12,6,1,2020,6116
Car Accessories,16,108,2020-01-12,6,1,2020,1728
Car Accessories,25,38,2020-01-13,0,1,2020,950
Car Accessories,37,44,2020-01-13,0,1,2020,1628
Car Accessories,22,44,2020-01-13,0,1,2020,968
Car Accessories,132,122,2020-01-13,0,1,2020,16104
Car Accessories,3,137,2020-01-17,4,1,2020,411
Car Accessories,44,137,2020-01-17,4,1,2020,6028
Car Accessories,17,137,2020-01-17,4,1,2020,2329
Car Accessories,17,137,2020-01-17,4,1,2020,2329
Car Accessories,24,5,2020-01-19,6,1,2020,120
Car Accessories,34,71,2020-01-19,6,1,2020,2414
Car Accessories,42,73,2020-01-21,1,1,2020,3066
Car Accessories,20,15,2020-01-21,1,1,2020,300
Car Accessories,27,54,2020-01-21,1,1,2020,1458
Car Accessories,29,3,2020-01-21,1,1,2020,87
Car Accessories,69,19,2020-01-21,1,1,2020,1311
Car Accessories,149,24,2020-01-23,3,1,2020,3576
Car Accessories,6,47,2020-01-23,3,1,2020,282
Car Accessories,10,25,2020-01-24,4,1,2020,250
Car Accessories,27,60,2020-01-26,6,1,2020,1620
Car Accessories,35,3,2020-01-27,0,1,2020,105
Car Accessories,7,12,2020-01-27,0,1,2020,84
Car Accessories,62,20,2020-01-27,0,1,2020,1240
Car Accessories,157,57,2020-01-27,0,1,2020,8949
Car Accessories,41,65,2020-01-28,1,1,2020,2665
Car Accessories,20,8,2020-01-30,3,1,2020,160
Car Accessories,50,60,2020-01-30,3,1,2020,3000
Car Accessories,252,50,2020-01-30,3,1,2020,12600
Car Accessories,423,5,2020-01-31,4,1,2020,2115
Car Accessories,1,3,2020-01-31,4,1,2020,3
Car Accessories,93,6,2020-01-31,4,1,2020,558
Car Accessories,75,1,2020-02-03,0,2,2020,75
Car Accessories,117,40,2020-02-03,0,2,2020,4680
Car Accessories,89,25,2020-02-03,0,2,2020,2225
Car Accessories,14,38,2020-02-03,0,2,2020,532
Car Accessories,32,13,2020-02-03,0,2,2020,416
Car Accessories,98,10,2020-02-03,0,2,2020,980
Car Accessories,27,93,2020-02-06,3,2,2020,2511
Car Accessories,33,15,2020-02-06,3,2,2020,495
Car Accessories,18,28,2020-02-06,3,2,2020,504
Car Accessories,20,8,2020-02-06,3,2,2020,160
Car Accessories,41,10,2020-02-06,3,2,2020,410
Car Accessories,380,33,2020-02-06,3,2,2020,12540
Car Accessories,5,6,2020-02-06,3,2,2020,30
Car Accessories,33,30,2020-02-06,3,2,2020,990
Car Accessories,355,9,2020-02-06,3,2,2020,3195
Car Accessories,25,1418,2020-02-07,4,2,2020,35450
Car Accessories,224,120,2020-02-07,4,2,2020,26880
Car Accessories,109,36,2020-02-08,5,2,2020,3924
Car Accessories,15,51,2020-02-08,5,2,2020,765
Car Accessories,140,93,2020-02-08,5,2,2020,13020
Car Accessories,94,1028,2020-02-08,5,2,2020,96632
Car Accessories,16,27,2020-02-09,6,2,2020,432
Car Accessories,78,1,2020-02-09,6,2,2020,78
Car Accessories,17,39,2020-02-09,6,2,2020,663
Car Accessories,8,39,2020-02-09,6,2,2020,312
Car Accessories,17,39,2020-02-09,6,2,2020,663
Car Accessories,65,8,2020-02-10,0,2,2020,520
Car Accessories,122,67,2020-02-14,4,2,2020,8174
Car Accessories,130,19,2020-02-14,4,2,2020,2470
Car Accessories,2,94,2020-02-14,4,2,2020,188
Car Accessories,2,8,2020-02-14,4,2,2020,16
Car Accessories,399,244,2020-02-14,4,2,2020,97356
Car Accessories,4,48,2020-02-14,4,2,2020,192
Car Accessories,41,37,2020-02-14,4,2,2020,1517
Car Accessories,28,108,2020-02-15,5,2,2020,3024
Car Accessories,36,338,2020-02-15,5,2,2020,12168
Car Accessories,37,10,2020-02-15,5,2,2020,370
Car Accessories,87,50,2020-02-15,5,2,2020,4350
Car Accessories,69,28,2020-02-15,5,2,2020,1932
Car Accessories,29,1,2020-02-15,5,2,2020,29
Car Accessories,19,6,2020-02-15,5,2,2020,114
Car Accessories,20,16,2020-02-15,5,2,2020,320
Car Accessories,55,19,2020-02-16,6,2,2020,1045
Car Accessories,182,46,2020-02-16,6,2,2020,8372
Car Accessories,54,4,2020-02-16,6,2,2020,216
Car Accessories,79,4,2020-02-18,1,2,2020,316
Car Accessories,35,4,2020-02-18,1,2,2020,140
Car Accessories,70,4,2020-02-18,1,2,2020,280
Car Accessories,33,4,2020-02-20,3,2,2020,132
Car Accessories,26,4,2020-02-20,3,2,2020,104
Car Accessories,111,6,2020-02-21,4,2,2020,666
Car Accessories,12,38,2020-02-21,4,2,2020,456
Car Accessories,83,54,2020-02-22,5,2,2020,4482
Car Accessories,25,1,2020-02-23,6,2,2020,25
Car Accessories,127,99,2020-02-23,6,2,2020,12573
Car Accessories,41,44,2020-02-25,1,2,2020,1804
Car Accessories,54,179,2020-02-25,1,2,2020,9666
Car Accessories,45,37,2020-02-27,3,2,2020,1665
Car Accessories,139,8,2020-02-27,3,2,2020,1112
Car Accessories,34,16,2020-02-27,3,2,2020,544
Car Accessories,26,43,2020-02-27,3,2,2020,1118
Car Accessories,64,154,2020-02-27,3,2,2020,9856
Car Accessories,10,99,2020-02-28,4,2,2020,990
Car Accessories,5,18,2020-02-28,4,2,2020,90
Car Accessories,21,22,2020-03-01,6,3,2020,462
Car Accessories,594,130,2020-03-01,6,3,2020,77220
Car Accessories,12,1,2020-03-01,6,3,2020,12
Car Accessories,37,3,2020-03-01,6,3,2020,111
Car Accessories,434,44,2020-03-01,6,3,2020,19096
Car Accessories,206,1,2020-03-01,6,3,2020,206
Car Accessories,18,42,2020-03-01,6,3,2020,756
Car Accessories,15,42,2020-03-02,0,3,2020,630
Car Accessories,80,42,2020-03-02,0,3,2020,3360
Car Accessories,28,42,2020-03-02,0,3,2020,1176
Car Accessories,53,5,2020-03-05,3,3,2020,265
Car Accessories,47,132,2020-03-05,3,3,2020,6204
Car Accessories,10,24,2020-03-05,3,3,2020,240
Car Accessories,13,55,2020-03-05,3,3,2020,715
Car Accessories,100,11,2020-03-05,3,3,2020,1100
Car Accessories,49,18,2020-03-05,3,3,2020,882
Car Accessories,24,5,2020-03-05,3,3,2020,120
Car Accessories,26,38,2020-03-05,3,3,2020,988
Car Accessories,42,14,2020-03-05,3,3,2020,588
Car Accessories,47,19,2020-03-05,3,3,2020,893
Car Accessories,39,13,2020-03-05,3,3,2020,507
Car Accessories,19,108,2020-03-05,3,3,2020,2052
Car Accessories,382,31,2020-03-05,3,3,2020,11842
Car Accessories,126,17,2020-03-05,3,3,2020,2142
Car Accessories,35,5,2020-03-05,3,3,2020,175
Car Accessories,562,10,2020-03-05,3,3,2020,5620
Car Accessories,37,8,2020-03-06,4,3,2020,296
Car Accessories,422,5,2020-03-06,4,3,2020,2110
Car Accessories,26,9,2020-03-07,5,3,2020,234
Car Accessories,62,4,2020-03-07,5,3,2020,248
Car Accessories,194,129,2020-03-07,5,3,2020,25026
Car Accessories,48,5,2020-03-07,5,3,2020,240
Car Accessories,93,12,2020-03-08,6,3,2020,1116
Car Accessories,216,12,2020-03-08,6,3,2020,2592
Car Accessories,175,3,2020-03-08,6,3,2020,525
Car Accessories,49,10,2020-03-08,6,3,2020,490
Car Accessories,58,33,2020-03-08,6,3,2020,1914
Car Accessories,15,30,2020-03-08,6,3,2020,450
Car Accessories,5,3,2020-03-08,6,3,2020,15
Car Accessories,51,45,2020-03-08,6,3,2020,2295
Car Accessories,18,98,2020-03-09,0,3,2020,1764
Car Accessories,55,7,2020-03-09,0,3,2020,385
Car Accessories,53,26,2020-03-09,0,3,2020,1378
Car Accessories,49,136,2020-03-10,1,3,2020,6664
Car Accessories,53,38,2020-03-10,1,3,2020,2014
Car Accessories,3,74,2020-03-12,3,3,2020,222
Car Accessories,29,83,2020-03-12,3,3,2020,2407
Car Accessories,243,19,2020-03-12,3,3,2020,4617
Car Accessories,12,32,2020-03-12,3,3,2020,384
Car Accessories,146,58,2020-03-13,4,3,2020,8468
Car Accessories,56,1,2020-03-13,4,3,2020,56
Car Accessories,17,2,2020-03-13,4,3,2020,34
Car Accessories,19,5,2020-03-13,4,3,2020,95
Car Accessories,38,11,2020-03-13,4,3,2020,418
Car Accessories,14,21,2020-03-14,5,3,2020,294
Car Accessories,99,14,2020-03-14,5,3,2020,1386
Car Accessories,138,14,2020-03-14,5,3,2020,1932
Car Accessories,34,14,2020-03-15,6,3,2020,476
Car Accessories,47,48,2020-03-16,0,3,2020,2256
Car Accessories,23,573,2020-03-16,0,3,2020,13179
Car Accessories,125,55,2020-03-16,0,3,2020,6875
Car Accessories,39,36,2020-03-16,0,3,2020,1404
Car Accessories,141,4,2020-03-16,0,3,2020,564
Car Accessories,182,6,2020-03-16,0,3,2020,1092
Car Accessories,6,14,2020-03-16,0,3,2020,84
Car Accessories,13,62,2020-03-16,0,3,2020,806
Car Accessories,33,4,2020-03-16,0,3,2020,132
Car Accessories,19,19,2020-03-16,0,3,2020,361
Car Accessories,40,7,2020-03-17,1,3,2020,280
Car Accessories,41,71,2020-03-17,1,3,2020,2911
Car Accessories,33,11,2020-03-19,3,3,2020,363
Car Accessories,40,2,2020-03-19,3,3,2020,80
Car Accessories,229,5,2020-03-19,3,3,2020,1145
Car Accessories,20,14,2020-03-19,3,3,2020,280
Car Accessories,39,113,2020-03-19,3,3,2020,4407
Car Accessories,83,13,2020-03-19,3,3,2020,1079
Car Accessories,52,1,2020-03-19,3,3,2020,52
Car Accessories,13,1,2020-03-19,3,3,2020,13
Car Accessories,85,52,2020-03-19,3,3,2020,4420
Car Accessories,41,42,2020-03-19,3,3,2020,1722
Car Accessories,37,7,2020-03-19,3,3,2020,259
Car Accessories,57,7,2020-03-19,3,3,2020,399
Car Accessories,29,1,2020-03-19,3,3,2020,29
Car Accessories,42,89,2020-03-20,4,3,2020,3738
Car Accessories,750,4,2020-03-20,4,3,2020,3000
Car Accessories,14,90,2020-03-20,4,3,2020,1260
Car Accessories,309,2,2020-03-20,4,3,2020,618
Car Accessories,30,19,2020-03-20,4,3,2020,570
Car Accessories,28,13,2020-03-20,4,3,2020,364
Car Accessories,39,69,2020-03-20,4,3,2020,2691
Car Accessories,51,184,2020-03-20,4,3,2020,9384
Car Accessories,41,1,2020-03-20,4,3,2020,41
Car Accessories,22,9,2020-03-21,5,3,2020,198
Car Accessories,34,103,2020-03-21,5,3,2020,3502
Car Accessories,233,13,2020-03-21,5,3,2020,3029
Car Accessories,53,23,2020-03-21,5,3,2020,1219
Car Accessories,36,7,2020-03-22,6,3,2020,252
Car Accessories,48,7,2020-03-22,6,3,2020,336
Car Accessories,13,11,2020-03-22,6,3,2020,143
Car Accessories,31,14,2020-03-22,6,3,2020,434
Car Accessories,45,1,2020-03-22,6,3,2020,45
Car Accessories,30,5,2020-03-22,6,3,2020,150
Car Accessories,11,17,2020-03-22,6,3,2020,187
Car Accessories,89,10,2020-03-22,6,3,2020,890
Car Accessories,45,4,2020-03-22,6,3,2020,180
Car Accessories,30,4,2020-03-22,6,3,2020,120
Car Accessories,40,123,2020-03-23,0,3,2020,4920
Car Accessories,73,9,2020-03-23,0,3,2020,657
Car Accessories,105,18,2020-03-23,0,3,2020,1890
Car Accessories,28,44,2020-03-23,0,3,2020,1232
Car Accessories,19,56,2020-03-23,0,3,2020,1064
Car Accessories,184,1,2020-03-23,0,3,2020,184
Car Accessories,54,4,2020-03-24,1,3,2020,216
Car Accessories,104,29,2020-03-24,1,3,2020,3016
Car Accessories,111,3,2020-03-24,1,3,2020,333
Car Accessories,163,3,2020-03-26,3,3,2020,489
Car Accessories,53,26,2020-03-26,3,3,2020,1378
Car Accessories,16,5,2020-03-26,3,3,2020,80
Car Accessories,11,82,2020-03-26,3,3,2020,902
Car Accessories,28,5,2020-03-26,3,3,2020,140
Car Accessories,86,10,2020-03-26,3,3,2020,860
Car Accessories,247,6,2020-03-27,4,3,2020,1482
Car Accessories,45,43,2020-03-28,5,3,2020,1935
Car Accessories,32,12,2020-03-28,5,3,2020,384
Car Accessories,21,5,2020-03-28,5,3,2020,105
Car Accessories,108,3,2020-03-28,5,3,2020,324
Car Accessories,378,13,2020-03-28,5,3,2020,4914
Car Accessories,56,104,2020-03-29,6,3,2020,5824
Car Accessories,30,142,2020-03-29,6,3,2020,4260
Car Accessories,17,142,2020-03-29,6,3,2020,2414
Car Accessories,38,49,2020-03-29,6,3,2020,1862
Car Accessories,76,44,2020-03-29,6,3,2020,3344
Car Accessories,86,657,2020-03-29,6,3,2020,56502
Car Accessories,41,62,2020-03-29,6,3,2020,2542
Car Accessories,16,39,2020-03-29,6,3,2020,624
Car Accessories,33,29,2020-03-30,0,3,2020,957
Car Accessories,10,11,2020-03-30,0,3,2020,110
Car Accessories,64,45,2020-03-30,0,3,2020,2880
Car Accessories,54,2,2020-03-31,1,3,2020,108
Car Accessories,80,16,2020-03-31,1,3,2020,1280
Car Accessories,27,9,2020-03-31,1,3,2020,243
Car Accessories,80,2,2020-04-02,3,4,2020,160
Car Accessories,38,3,2020-04-02,3,4,2020,114
Car Accessories,22,3,2020-04-02,3,4,2020,66
Car Accessories,15,5,2020-04-02,3,4,2020,75
Car Accessories,24,5,2020-04-02,3,4,2020,120
Car Accessories,42,7,2020-04-02,3,4,2020,294
Car Accessories,71,21,2020-04-04,5,4,2020,1491
Car Accessories,33,39,2020-04-04,5,4,2020,1287
Car Accessories,95,9,2020-04-04,5,4,2020,855
Car Accessories,29,9,2020-04-04,5,4,2020,261
Car Accessories,94,6,2020-04-04,5,4,2020,564
Car Accessories,80,6,2020-04-04,5,4,2020,480
Car Accessories,45,6,2020-04-04,5,4,2020,270
Car Accessories,215,98,2020-04-04,5,4,2020,21070
Car Accessories,23,116,2020-04-04,5,4,2020,2668
Car Accessories,27,68,2020-04-05,6,4,2020,1836
Car Accessories,113,10,2020-04-05,6,4,2020,1130
Car Accessories,11,2,2020-04-05,6,4,2020,22
Car Accessories,2,1,2020-04-05,6,4,2020,2
Car Accessories,85,10,2020-04-05,6,4,2020,850
Car Accessories,13,79,2020-04-05,6,4,2020,1027
Car Accessories,23,1,2020-04-05,6,4,2020,23
Car Accessories,51,530,2020-04-05,6,4,2020,27030
Car Accessories,130,29,2020-04-05,6,4,2020,3770
Car Accessories,19,17,2020-04-05,6,4,2020,323
Car Accessories,33,5,2020-04-05,6,4,2020,165
Car Accessories,29,2,2020-04-05,6,4,2020,58
Car Accessories,75,7,2020-04-05,6,4,2020,525
Car Accessories,71,10,2020-04-06,0,4,2020,710
Car Accessories,15,54,2020-04-06,0,4,2020,810
Car Accessories,13,128,2020-04-06,0,4,2020,1664
Car Accessories,43,16,2020-04-06,0,4,2020,688
Car Accessories,86,8,2020-04-06,0,4,2020,688
Car Accessories,259,31,2020-04-06,0,4,2020,8029
Car Accessories,7,8,2020-04-07,1,4,2020,56
Car Accessories,25,59,2020-04-07,1,4,2020,1475
Car Accessories,14,59,2020-04-07,1,4,2020,826
Car Accessories,21,109,2020-04-07,1,4,2020,2289
Car Accessories,49,17,2020-04-07,1,4,2020,833
Car Accessories,84,18,2020-04-09,3,4,2020,1512
Car Accessories,54,40,2020-04-09,3,4,2020,2160
Car Accessories,148,14,2020-04-09,3,4,2020,2072
Car Accessories,67,5,2020-04-10,4,4,2020,335
Car Accessories,58,4,2020-04-10,4,4,2020,232
Car Accessories,65,28,2020-04-10,4,4,2020,1820
Car Accessories,197,12,2020-04-11,5,4,2020,2364
Car Accessories,20,8,2020-04-11,5,4,2020,160
Car Accessories,81,30,2020-04-11,5,4,2020,2430
Car Accessories,13,15,2020-04-11,5,4,2020,195
Car Accessories,29,113,2020-04-11,5,4,2020,3277
Car Accessories,10,10,2020-04-11,5,4,2020,100
Car Accessories,48,52,2020-04-11,5,4,2020,2496
Car Accessories,44,3,2020-04-12,6,4,2020,132
Car Accessories,18,6,2020-04-13,0,4,2020,108
Car Accessories,147,6,2020-04-13,0,4,2020,882
Car Accessories,90,5,2020-04-13,0,4,2020,450
Car Accessories,51,56,2020-04-13,0,4,2020,2856
Car Accessories,28,7,2020-04-13,0,4,2020,196
Car Accessories,87,168,2020-04-13,0,4,2020,14616
Car Accessories,31,102,2020-04-13,0,4,2020,3162
Car Accessories,81,102,2020-04-13,0,4,2020,8262
Car Accessories,51,15,2020-04-13,0,4,2020,765
Car Accessories,21,29,2020-04-13,0,4,2020,609
Car Accessories,85,19,2020-04-13,0,4,2020,1615
Car Accessories,49,86,2020-04-13,0,4,2020,4214
Car Accessories,52,10,2020-04-13,0,4,2020,520
Car Accessories,127,56,2020-04-13,0,4,2020,7112
Car Accessories,6,42,2020-04-13,0,4,2020,252
Car Accessories,139,122,2020-04-14,1,4,2020,16958
Car Accessories,11,114,2020-04-16,3,4,2020,1254
Car Accessories,33,181,2020-04-16,3,4,2020,5973
Car Accessories,10,14,2020-04-16,3,4,2020,140
Car Accessories,67,9,2020-04-16,3,4,2020,603
Car Accessories,31,38,2020-04-16,3,4,2020,1178
Car Accessories,26,19,2020-04-16,3,4,2020,494
Car Accessories,32,28,2020-04-16,3,4,2020,896
Car Accessories,57,17,2020-04-16,3,4,2020,969
Car Accessories,37,36,2020-04-16,3,4,2020,1332
Car Accessories,30,4,2020-04-16,3,4,2020,120
Car Accessories,27,8,2020-04-16,3,4,2020,216
Car Accessories,55,23,2020-04-16,3,4,2020,1265
Car Accessories,19,27,2020-04-16,3,4,2020,513
Car Accessories,6,10,2020-04-16,3,4,2020,60
Car Accessories,143,14,2020-04-17,4,4,2020,2002
Car Accessories,31,14,2020-04-17,4,4,2020,434
Car Accessories,119,10,2020-04-17,4,4,2020,1190
Car Accessories,35,25,2020-04-17,4,4,2020,875
